Comment,Toxic,Urdu,predicted_label
Nahi,0.0, نہیں ,0
"SONALSonal ChauhanBharti adakara o model Sonal Chauhan ne Telugu film industry ka rukh ker liya,legend filmmein 52 saala jagpati Babu aur 53 saala Nanda Mori Bala Krishnak muqabil ehm kiredar ada kr rahi hain,saal e rawan mein bollywood ki ek film asmaan release hogi",0.0, سونل سونل چوہان بھارتی اداکارہ و ماڈل سونل چوہان نے تیلگو فلم انڈسٹری کا رخ کر لیا ، لیجنڈ فلمیں 52 سالہ جگپتی بابو اور 53 سالہ نندا موری بلا کرشناکے مقابل اہم کردار ادا کر رہی ہیں ، سالِ رواں میں بالی ووڈ کی اک فلم آسمان ریلیز ہوگی ,1
hakkaam ka kehna hai ke yeh grftaryan adalat ke hukum par amal mein layi gayi hain,0.0, حکام کا کہنا ہے کہ یہ گرفتاریاں عدالت کے حکم پر عمل میں لائی گئی ہیں ,1
"--FEMALE--
Jaadugar jaadugar, ishq bada hai jaadugar - 2
Kuch afsaane likhte hain
Kuch majnu ban jaate hain",0.0, --فیمیل-- جادوگر جادوگر ، عشق بڑا ہے جادوگر - 2 کچھ افسانے لکھتے ہیں کچھ مجنوں بن جاتے ہیں ,1
yeh qiyaas kya jata hai ke Vatican mein deegar tabarrukaat ke sath yeh shama aan bhi mehfooz hai jis ko panay ke liye nawway ki dahai mein Mosad ke jasoson ke zariye Vatican ke godamon mein khufia taur par talaash kya gaya hai,0.0, یہ قیاس کیا جاتا ہے کہ ویٹیکن میں دیگر تبرکات کے ساتھ یہ شمع آن بھی محفوظ ہے جس کو پانے کے لیے نوے کی دہائی میں موساد کے جاسوسوں کے ذریعے ویٹیکن کے گوداموں میں خفیہ طور پر تلاش کیا گیا ہے ,1
4:07 that clip is not full..,0.0, 4 : 07 دیٹ کلپ از ناٹ فل . . ,0
"Allah ne es dharti ko banaya he chilam ki rakh se, isqa mtlb allah chilam pita tha, isqa mtlb allah admi ya aurat dono mese koi ek tha, kyunki ye log hi chilam pi sqte he, eska mtlb allah ka roop jarur tha, pr islam kehta he ki allah ka koi roop nahi he, anybody answer",1.0, اللہ نے اس دھرتی کو بنایا ہے چِلَم کی راکھ سے ، اسکا مطلب اللہ چِلَم پیتا تھا ، اسکا مطلب اللہ آدمی یا عورت دونوں میں سے کوئی اک تھا ، کیونکہ یہ لوگ ہی چِلَم پی سکتے ہیں ، اسکا مطلب اللہ کا روپ ضرور تھا ، پر اسلام کہتا ہے کہ اللہ کا کوئی روپ نہیں ہے ، اینی بڈی آنسر ,1
Bataya jata hai ke Jaria mah ke avaakhr mein mutawaqqa jung bandi se qabal Afghan hukoomat par dabao banaye rakhnay Taliban yeh karwai ki hai,0.0, بتایا جاتا ہے کہ جاریہ ماہ کے اوآخر میں متوقع جنگ بندی سے قبل افغان حکومت پر دباؤ بنائے رکھنے طالبان یہ کاروائی کی ہے ,1
hahaha so nice,0.0, ہاہاہا سو نائس ,1
Sir Ram din jesy Batsman hon gy to kabi nai jeten gy,0.0, سر رام دن جیسے بیٹسمین ہوں گے تو کبھی نہیں جیتیں گے ,1
aansu bhana buri baat nahi,0.0, آنسو بہانا بری بات نہیں ,1
18 laakh hogi,0.0, 18 لاکھ ہوگی ,1
Mujhe lagata he K Aap Agar try Karo to bohot hi kamal K DJ banoge,0.0, مجھے لگتا ہے کہ آپ اگر ٹرائی کرو تو بہت ہی کمال کے ڈی جے بنوگے ,1
Indian Express ki ittila ke mutabiq Funds ki bachat ke liye kiye gaye deegar iqdamaat ke bawajood hamari afwaj ahem o zurori asleha mein andazan 15 taa 25 feesad ki kami hai,0.0, انڈین ایکسپریس کی اطلاع کے مطابق فنڈز کی بچت کے لئے کئے گئے دیگر اقدامات کے باوجود ہماری افواج اہم و ضروری اسلحہ میں اندازاً 15 تا 25 فیصد کی کمی ہے ,1
Aunty ko salaam,0.0, آنٹی کو سلام ,0
Hahaha haan yar aisi he hotee,0.0, ہاہاہا ہاں یار ایسی ہے ہوتی ,1
Hardik ne is waqea ke baad bhi apni taqreer jari rakhi,0.0, ہر دکھ نے اس واقعہ کے بعد بھی اپنی تقریر جاری رکھی ,1
mullon ny teri gand mari hy randiyon ki fouj ki sena pati,1.0, ملوں نے تیری گانڈ ماری ہے رنڈیوں کی فوج کی سینا پتی ,1
chummi da sawal ay,0.0, چمی دا سوال اے ,0
aap apna jawaab ho gaya hoon manzil pe aa ke kho gaya hoon,0.0, آپ اپنا جواب ہو گیا ہوں منزل پہ آ کے کھو گیا ہوں ,1
Rishtadaa ray aur ahbaab aankhon mein ansoo aur lab par duaon ke sath un ko vidaa karne ke liye Hajj House mein jama hue they,0.0, رشتہ دے رہے اور احباب آنکھوں میں آنسو اور لب پر دعاؤں کے ساتھ ان کو وداع کرنے کے لیے حج ہاؤس میں جمع ہوئے تھے ,1
saal 1439 h ke Hajj ke liye lakhoon farzandaan toheed Haram muki mein pahonch chuke hain,0.0, سال 1439 ھ کے حج کے لئے لاکھوں فرزندان توحید حرام مکی میں پہنچ چکے ہیں ,1
Naghi ho ja sali,1.0, نگھی ہو جا سالی ,1
New subscriber,0.0, نیو سبسکرائبر ,1
"Police ke sarbarah Anant Dev ka kehna hai ke dhamaka Uttar Pradesh ke maghribi hissay mein waqay muzaffar Muzaffarnagar mein huwa, dhamaka ka sabab aur is ki noiyat ke baarey mein mukhtalif pehloun se tehqiqaat jaari hain, dhamaka time device se kya gaya ya is ki wajah kuch aur thi abhi is ki tasdeeq nahi kar satke taa hum dhamaka shadeed noiyat ka tha jis ki awazz kai kilometer tak suni gayi",0.0, پولیس کے سربراہ انانت دیو کا کہنا ہے کہ دھماکہ اتر پردیش کے مغربی حصے میں واقع مظفر نگر میں ہوا ، دھماکے کا سبب اور اس کی نوعیت کے بارے میں مختلف پہلوؤں سے تحقیقات جاری ہیں ، دھماکہ ٹائم ڈیوائسس سے کیا گیا یا اس کی وجہ کچھ اور تھی ابھی اس کی تصدیق نہیں کر سکتے تا ہم دھماکہ شدید نوعیت کا تھا جس کی آواز کئی کلومیٹر تک سنی گئی ,1
Ya kuta bock ra ha harami kuta tum logo ko India ma Gus kar mar ga salo ja Pakistan army zandabad ISI zandabad,1.0, یہ کتا بوک را ہے حرامی کتا تم لوگوں کو انڈیا میں گھس کر مار گا سالو جا پاکستان آرمی زندہ باد آئی ایس آئی زندہ باد ,1
kaliyaan,0.0, کلیاں ,1
"--MALE--
Haaiyo rabba haaiyo rabba pyaar diya majbooriyaan",0.0, --میل-- حایو ربا حایو ربا پیار دیاں مجبوریاں ,1
Assalamualaikum please please and thank ye beground sound bilkul na rakhe recording me bahot disturb hota hai please.,0.0, السلام علیکم پلیز پلیز اینڈ تھینک یہ بیجرووند ساؤنڈ بالکل نا رکھے ریکوردینج میں بہت ڈسٹرب ہوتا ہے پلیز . ,1
Jab light agai to phone kar k KESC waloon ka shukria adaa kiya.,0.0, جب لائٹ آگئی تو فون کر کے کے ای ایس سی والوں کا شکریہ ادا کیا . ,1
Tumhari ye baat sunkar mera lund Tumhari chut ka fan Ho Gaya aur ekdum pakka wala fan Tumhari choot ka bhosda Bana Dega mera lund,1.0, تمہاری یہ بات سن کر میرا لنڈ تمہاری چوت کا فین ہو گیا اور ایکدم پکا والا فین تمہاری چوت کا بھوسڑا بنا دیگا میرا لنڈ ,1
"Mumtaz Ahmed Khan , Ahmed Pasha Quadri aur Ahmed Balal aur Hyderabad Metro Rail Limited ke aala ohdedaron ke hamrah puranay shaher ka daura kya",0.0, ممتاز احمد خان ، احمد پاشا قادری اور احمد بلال اور حیدرآباد میٹرو ریل لمیٹڈ کے اعلیٰ عہدیداروں کے ہمراہ پرانے شہر کا دورہ کیا ,0
Razvi saab zinda bad,0.0, رضوی صاحب زندہ باد ,1
allah nazre bad se bachy tm jaiso ki,0.0, اللہ نظری بعد سے بچے تم جیسو کی ,1
Election Commission ki Narendra Modi ke khilaaf mein mujremana khamoshi : Majeed memon,0.0, الیکشن کمیشن کی نریندرا مودی کے خلاف میں مجرمانہ خاموشی : مجید میمن ,1
Kindly zaror sunein,0.0, کائنڈلی ضرور سنیں ,0
Today coco cola day... Lolllll,0.0, ٹوڈے کوکو کولا ڈے . . . لول ,1
aP logon k lye :D,0.0, آپ لوگوں کے لیے :D ,1
dakkan kranikl naay yeh ittila di thi ke kangaal isaai' muslim aur Mazahir parast ko' ' muqaddas ghusal' ' ke bahanay yahodi rabbi Israel ka dora karwane aur rozgaar ke muaqqaf ki peshkash karte hain aur phir dahqanion ke vote kharidte hain' muqami Boards par ghalba haasil karte hain aur apni kaarpardazion ko jaaiz thehranay qawaneen Manzoor karte hain,0.0, دکن کرانیکل نے یہ اطلاع دی تھی کہ کنگال عیسائی ’ مسلم اور مظاہر پرست کو ’ ’ مقدس غسل ’ ’ کے بہانے یہودی ربی اسرائیل کا دورہ کروانے اور روزگار کے موقف کی پیشکش کرتے ہیں اور پھر دہقانیوں کے ووٹ خریدتی ہیں ’ مقامی بورڈس پر غلبہ حاصل کرتے ہیں اور اپنی کارپردازیوں کو جائز ٹھہرانے قوانین منظور کرتے ہیں ,1
Amrica kota he,1.0, امریکہ کتا ہے ,1
Jahill,1.0, جاہل ,0
Mehki hui in Fizaoon mae AA jaty hoKabhi Khushboo ban k Hawaoon mae Aa jaty hoYe Apnaiayt kabhi bhi kam na hui tumhariHath jb bhi uthy tu Duaoon mae AA jaty ho,0.0, مہکی ہوئی ان فضاؤں مہ آ جاتے ہوکبھی خوشبو بن کے ہواؤں مہ آ جاتے ہوئے اپنائیت کبھی بھی کم نا ہوئی تمحاریحاتھ جب بھی اٹھے تو دعاؤں مہ آ جاتے ہو ,1
Anjum khan kindly Allah ky spelling or isy capital letter sy type ku krain,0.0, انجم خان کائنڈلی اللہ کے سپیلنگ اور اسی کیپیٹل لیٹر سے ٹائپ کیوں کریں ,1
Anitha ny Chief Minister mister Chandra baabo nayido ke mosooma aik maktoob mein un se khwahish ki ke Trumala Tirupati Devasthanam Board ke liye un ki namzadgi ko mansookh kardiya jaye,0.0, انیتھا نے چیف منسٹر مسٹر چندرا بابو نائیڈو کے موسومہ ایک مکتوب میں ان سے خواہش کی کہ ترومالا تیروپتی دیوستھانم بورڈ کے لئے ان کی نامزدگی کو منسوخ کر دیا جائے ,1
Paisy aur siaset k liye insan kuta bi ban jata he ye to us sy bi barh gye hain,1.0, پیسے اور سیاست کے لیے انسان کتا بھی بن جاتا ہے یہ تو اس سے بھی بڑھ گئے ہیں ,1
Dr ne sahe jawab diya,0.0, ڈاکٹر نے سہی جواب دیا ,0
"ra : pyaar vo cheez hai jisase o naazaneen
pahale inkaar karate hain saare haseen
phir kahate hain ikaraar hai
phir ye kahate hain ikaraar ikaraar hai",0.0, را : پیار وہ چیز ہے جیسے او نازانین پہلے انکار کراتے ہیں سارے حسین پھر کہتے ہیں اقرار ہے پھر یہ کہتے ہیں اقرار اقرار ہے ,1
Social media istemaal karne walay shehrion ke liye khusoosi video pegham mein unhon nay kaha ke woh aur un ki team social media ko bharpoor monitor karte hain .unhon nay un tamam shehrion ka shukriya ada kya jo social media par police ke achay aur misbet kamon ki tareef karte hain aur un post par bhi bharpoor tawajah dete hain jin mein police ki islahi tanqeed hoti hai .,0.0, سوشل میڈیا استعمال کرنے والے شہریوں کے لیے خصوصی ویڈیو پیغام میں انہوں نے کہا کہ وہ اور ان کی ٹیم سوشل میڈیا کو بھرپور مونیٹر کرتے ہیں . انہوں نے ان تمام شہریوں کا شکریہ ادا کیا جو سوشل میڈیا پر پولیس کے اچھے اور مثبت کاموں کی تعریف کرتے ہیں اور ان پوسٹ پر بھی بھرپور توجہ دیتے ہیں جن میں پولیس کی اصلاحی تنقید ہوتی ہے . ,1
Awam ko bewaqoof samjtey ho bc,1.0, عوام کو بیوقوف سمجھتے ہو بی سی ,1
babaji gaali walay sarkaar,0.0, بابا جی گالی والے سرکا ر ,1
J SORAJ DA CHANAN MUK JAVEJ CHAN ASMANU TUT JAVEJ SAMANDR DA PANI SUK JAVEHR DIL DI DARKAN RUK JAVEFERR V NAHI HO SAKDA E DIL TENU BHUL JAVE,0.0, جے سورج دا چانن مک جاویج چان اسمانو ٹوٹ جاویج سمندر دا پانی سک جاوہر دل ڈی درکن رک جاوفیر وی نہیں ہو سکدا دل تینوں بھل جاوے ,1
jamea imam Abdul Rehman ban Faisal ke camps ki hudood hi mein khawateen ko driving ki nazri aur amli tarbiyat di ja rahi hai,0.0, جامعہ امام عبدالرحمن بن فیصل کے کیمپس کی حدود ہی میں خواتین کو ڈرائیونگ کی نظری اور عملی تربیت دی جا رہی ہے ,1
shani gladiators vv nice,0.0, شانی گلیڈی ایٹرز وی وی نائس ,0
Teri maa ki gaand maine mari thi. Tabhi to tu lodu paida hua hain,1.0, تیری ماں کی گانڈ میں نے ماری تھی . تبھی تو تو لوڑو پیدا ہوا ہیں ,1
Kisi k dil mein basna bura to nahinKisi ko dil mein basana koi khata to nahinGuna hai ye zamanay ki nazar mein to kya huwaZamanay wale koi Khuda to nahin,0.0, کسی کے دل میں بسنا برا تو ناحینکیسی کو دل میں بسانا کوئی کھاتا تو ناحینجونا ہے یہ زمانے کی نظر میں تو کیا حووازامانے والے کوئی خدا تو نہیں ,0
Ji ap ye bachon par bhi use kar sakti hen https://www.youtube.com/watch?v=4GdCjWquJaE,0.0, جی آپ یہ بچوں پر بھی یوز کر سکتی ہیں https://www.youtube.com/watch?v=4GdCjWquJaE ,0
bi each d ke CEO 45 sala Nazrin Hussain raat ko kamray mein Mobile Phone phatnay se jaan bahaq hogaye,0.0, بھی ایچ ڈی کے سی ای او 45 سالہ ناظرین حسین رات کو کمرے میں موبائل فون پھٹنے سے جان بہک ہوگئے ,1
"Sunte hain ye vaadiyaan
Dheere dheere haule haule kehte hain do dil daastaan
Sunte hain ye vaadiyaan
Dheere dheere haule haule kehte hain do dil daastaan
Hai jaise tham gaya mausam ka karvaan
Bhanvre jo gungunaate hain jhonke so sansanaate
Kuchh saar jhanjhanaate hain mere sanam
Tere liye mere liye",0.0, سنتے ہیں یہ وادیاں دھیرے دھیرے ہولے ہولے کہتے ہیں دو دل داستان سنتے ہیں یہ وادیان دھیرے دھیرے ہولے ہولے کہتے ہیں دو دل داستان ہے جیسے تھم گیا موسم کا کارواں بھانورے جو گنگناتے ہیں جھونکے سو سنسناتےکچھ سار جھنجھناتے ہیں میرے صنم تیرے لیے میرے لیے ,1
Bhai Cid pa Kuch funny videos banao na,0.0, بھائی سی آئی ڈی پے کچھ فنی ویڈیوز بناؤ نا ,0
In ke haan rewayat sebaghawat milti hai,0.0, ان کے ہاں روایت سیباگھاوات ملتی ہے ,1
Pakistan ki boys ko to girls se bat karnaki koi ramiz nhi haa,0.0, پاکستان کی بوائز کو تو گرلز سے بات کرنےکی کوئی رمیض نہیں ہے ,1
No babe they are working....keep calm bcz you've not seen me yet,0.0, نو بیب دے آر ورکنگ . . . . کیپ کام بکاز یو ' ہیو ناٹ سین می یٹ ,1
"@Ansari Rashid aap sadiyanio ki to khaslat hi hai Chhota mu badi baat, moo kare baat aur tashreef khaye laat",0.0, @ انصاری راشد آپ سعدیانیوں کی تو خصلت ہی ہے چھوٹا منہ بڑی بات ، منہ کرے بات اور تشریف کھائے لات ,1
Un charon mulzimeen ko pahley Maharashtra ki ATS ney girftar kya tha jinhein baad azan transit warrant par Gujarat muntaqil kya gaya tha,0.0, ان چاروں ملزمین کو پہلے مہارشترا کی اےٹی ایس نے گرفتار کیا تھا جنہیں بعد ازاں ٹرانزٹ وارنٹ پر گجرات منتقل کیا گیا تھا ,1
Aaj mujhe BJP mein rukniyat haasil ho yi hai,0.0, آج مجھے بی جے پی میں رکنیت حاصل ہو یی ہے ,1
Final mein,0.0, فائنل میں ,1
"Is se aap khud andaza laga satke hain ke aaj ke Leader ki hesiyat kiya hai, aur woh kitni doulat jama karte hain, aur yeh shakhs ki kiya haalat hai",0.0, اس سے آپ خود اندازہ لگا سکتے ہیں کہ آج کے لیڈر کی حیثیت کیا ہے ، اور وہ کتنی دولت جمع کرتے ہیں ، اور یہ شخص کی کیا حالت ہے ,1
0 degree Celsius record kiya gaya hai,0.0, 0 ڈگری سیلسیس ریکارڈ کیا گیا ہے ,1
kitni majburiyan Ham palkon pe saja letay hainHam kahan rotay hain Halaat rola detay hainyaad rehtay hain buray waqat k sath kis kosubho hote hi log shama b bujha detay hainsath hotay hain to lagta hai k sadiyon ka sath hai Door hote hain to faqat do din mein bhula detay hain,0.0, کتنی مجبوریاں ہم پلکوں پہ سجا لیتے حاینحام کہاں روتے ہیں حالات رولا دیتے حاینیاد رہتے ہیں برے وقعت کے ساتھ کس کوسوبحو ہوتے ہی لوگ شمع بی بجھا دیتے حاینساتھ ہوتے ہیں تو لگتا ہے کہ صدیوں کا ساتھ ہے دور ہوتے ہیں تو فقط دو دن میں بھلا دیتے ہیں ,1
"Hey hey aa ha ha ha, ho ho oh ho ho
Meri nazar ke saamne aake
Chhup gayi voh ek jhalak dikhaake
Haan, meri nazar ke saamne aake
Arre chhup gayi voh ek jhalak dikhaake
Yaad nahin kuch iske alaava - 2
Ladki thi ya koi chhalaava - 2
Meri nazar ke saamne aake
Chhup gayi voh ek jhalak dikhaake
Haan, yaad nahin kuch iske alaava
Yaad nahin kuch iske alaava
Ladki thi ya koi chhalaava - 2
Meri nazar ke saamne aake
Arre chhup gayi voh ek jhalak dikhaake
La la la la la, la la la la la, la la la la la la - 2",0.0, ہے ہے آ ہا ہا ہا ، ہو ہو اوہ ہو ہو میری نظر کے سامنے آکے چھپ گئی وہ ایک جھلک دکھا کے ہاں ، میری نظر کے سامنے آکے ارے چھپ گئی وہ ایک جھلک دکھا کے یاد نہیں کچھ اس کے الاوا - 2 لڑکی تھی یا کوئی چھالاوا - 2 میری نظر کے سامنے آکے چھپ گئی وہ ایک جھلک دکھا کے ہاں ، یاد نہیں کچھ اس کے الاوا یاد نہیں کچھ اس کے الاوا لڑکی تھی یا کوئی چھالاوا - 2 میری نظر کے سامنے آکے ارے چھپ گئی وہ ایک جھلک دکھا کے لا لا لا لا لا ، لا لا لا لا لا ، لا لا لا لا لا لا - 2 ,1
unhon ne bataya ke jab Aligarh Muslim University ke aik wafd un se maali imdaad ke liye rujoo huwa to unhon ne Muslim University ke sath hindu university madras ke arbab ko bhi talab karte hue inhen bhi imdaad di,0.0, انہوں نے بتایا کہ جب علی گڑھ مسلم یونیورسٹی کے ایک وفد ان سے مالی امداد کے لیے رجوع ہوا تو انہوں نے مسلم یونیورسٹی کے ساتھ ہندو یونیورسٹی مدراس کے ارباب کو بھی طلب کرتے ہوئے انہیں بھی امداد دی ,0
Very good,0.0, ویری گڈ ,1
congress ka gadh tasawwur kiye janay is ilaqay ki siyasat mein haliya barson mein tabdeeli dekhnay ko mili hai,0.0, کانگریس کا گڑھ تصور کیے جانے اس علاقے کی سیاست میں حالیہ برسوں میں تبدیلی دیکھنے کو ملی ہے ,0
"--MALE 2--
Is mein to hai bechainiyaan, is mein qaraar bhi hai",0.0, --میل 2-- اس میں تو ہے بیچینیاں ، اس میں قرار بھی ہے ,1
"tera kaam hai jalnaa parwaane, chaahe shama jale ya na jale
shama jale ya na jale
tu pankh jalaale deewaane, chaahe shama jale ya na jale
shama jale ya na jale",0.0, تیرا کام ہے جالنا پروانے ، چاہے شمع جلے یہ نہ جلے شمع جلے یہ نہ جلے تو پنھک جالاالی دیوانے ، چاہے شمع جلے یہ نہ جلے شمع جلے یہ نہ جلے ,1
Aj kal hmri govt esi ha k inki wja sy educated log byrozgar bethy hain,0.0, آج کل ہماری گورنمنٹ ایسی ہا کے انکی وجہ سے ایجوکیٹڈ لوگ بیروزگر بیٹھے ہیں ,1
Khud chahy shakal rikshy k bumper jesi ho....lrrki slim hni chahiey...wah...logic pakistani mundo ki,1.0, خود چاہے شکل ریکشے کے بمپر جیسی ہو . . . . لڑکی سلم ہونی چاہیے . . . واہ . . . لوجک پاکستانی منڈوں کی ,1
Mashalla dono Barbi doll lag rahy ha,0.0, ماشاءاللہ دونوں باربی ڈول لگ رہے ہیں ,1
Editor Siasat janab Zahid Ali Khan ney sadarat ki aur kaha ke Hyderabad Ganga Jamuni tahzeeb ka aik qadeem shaher hai,0.0, اڈیٹر سیاست جناب زاہد علی خان نے صدرات کی اور کہا کہ حیدرآباد گنگا جمنی تہذیب کا ایک قدیم شہر ہے ,0
aaj kal khawateen ki khud ikhtiyari mein izafah hota ja raha hai' safar hajj mein bhi khawateen Mehram ke baghair ja sakti hain,0.0, آج کل خواتیں کی خود اختیاری میں اضافہ ہوتا جا رہا ہے ' سفر حج میں بھی خواتیں محرم کے بغیر جا سکتی ہیں ,1
"M Jagadeshwar Secretary Women, Child and Disables Welfare bhi maujood they",0.0, ایم جاگدیشور سیکرٹری ویمن ، چائلڈ اینڈ ڈیس ابلیز ویلفیئر بھی موجود تھے ,0
Is film ko 10 film fare awards mile,0.0, اس فلم کو 10 فلم فیئر ایوارڈ ملے ,0
Ap ko kis ny kha mjy diet plans chey,0.0, آپ کو کس نے کہا مجھے ڈائٹ پلانز چاہیے ,1
Yeh aezaaz ab tak Attaullah Esakhelvi ke paas he hai ke recording aur farokht hone wale cassettes mein sab se ziyada in ki singing ke he hote hain,0.0, یہ اعزاز اب تک عطااللہ عیسیٰ خیلوی کے پاس ہی ہے کہ ریکورڈنگ اور فروخت ہونے والے کیسٹس میں سب سے زیادہ ان کی سنگِنگ کے ہی ہوتے ہیں ,1
"ambulance ka maqsad insano ki jane bachana hota hai aur humay iss baat ki khushi ho gi kay Edhi International Ambulance Foundation ki ambulances duniya bhar mein insano ki janein bachayein khwa woh London, New York , Tokyo, Tilabib, Beirut aur Damishq hoon.",0.0, ایمبولینس کا مقصد انسانوں کی جانیں بچانا ہوتا ہے اور ہمیں اس بات کی خوشی ہو گی کے ایدھی انٹرنیشنل ایمبولینس فاؤنڈیشن کی ایمبولینس دنیا بھر میں انسانوں کی جانیں بچائیں خواہ وہ لندن ، نیو یارک ، ٹوکیو ، تلابیب ، بیروت اور دمشق ہوں . ,1
Kisi Qazi Se Poch Lo Ye b Saza e Mout hy,0.0, کسی قاضی سے پوچھ لو یہ بھی سزائے موت ہے ,1
"Main ne apne kaam ke hawale se rawan baras ke liye jo schedule tarteeb diya hai Is mien film, TV aur music ke ilawa beron mumalik programs mein performance bhi shamil hai",0.0, میں نے اپنے کام کے حوالے سے رواں برس کے لیے جو شیڈول ترتیب دیا ہے اس میں فلم ، ٹی وی اور میوزک کے علاوہ بیرون ممالک پروگرامز میں پرفارمنس بھی شامل ہے ,1
"Karachi , 8 Moharram ka juloos, sarkain band, dukanain seal",0.0, کراچی ، 8 محرم کا جلوس ، سڑکیں بند ، دکانیں سیل ,1
"Ch tu is k qareeb hy, ly ly...",0.0, چھ تو اس کے قریب ہے ، لی لی . . . ,0
nahi ye langra janwar he,1.0, نہیں یہ لنگڑا جانور ہے ,0
Peoples Plaza par takreeb,0.0, پیپلز پلازہ پر تقریب ,0
"(waadon se nahi yaadon se nahi baaton se nahi pyar milta hai - 2
mehboob jo dekh le ek nazar to dil ko karaar milta hai
haan dil ko karaar milata hai) - 2",0.0, ( وعدوں سے نہیں یادوں سے نہیں باتوں سے نہیں پیار ملتا ہے - 2 محبوب جو دیکھ لے ایک نظر تو دل کو قرار ملتا ہے ہاں دل کو قرار ملاتا ہے ) - 2 ,1
Yeh Quran pak ka aisa nuskha hai jisay na to qalam se likha gaya hai na is ki tayari mein roshnayee istemaal huwi hai aur na hi koi aur tehreeri maadah istemaal kiya gaya hai,0.0, یہ قرآن پاک کا ایسا نسخہ ہے جسے نا تو قلم سے لکھا گیا ہے نا اس کی تیاری میں روشنائی استعمال ہوئی ہے اور نا ہی کوئی اور تحریری مداح استعمال کیا گیا ہے ,0
Meray sath reh kar tou Tumhay opposite hona chahiye tha,0.0, میرے ساتھ رہ کر تو تمہیں اپوزٹ ہونا چاہیے تھا ,1
Ye jhota hai harami.Quran ko jhutla raha hai.Or Allah ki Allah k sachy Quran ki bat ko nahi maan raha.Or jo Allah or us k sachy Quran ko jhutla de wo harami or kafir hota hai,1.0, یہ جھوٹا ہے حرامی . قرآن کو جھٹلا رہا ہے . اور اللہ کی اللہ کے سچے قرآن کی بات کو نہیں مان رہا . اور جو اللہ اور اس کے سچے قرآن کو جھٹلا دے وہ حرامی اور کافر ہوتا ہے ,1
ur voice is awesome,0.0, یور وائس از آوسم ,0
Yeh waqia itwaar ki subah Nawabpet mandal mein Marikal village ke qareeb paish aaya,0.0, یہ واقعہ اتوار کی صبح نواب پت مندل میں مریکال ولیج کے قریب پیش آیا ,1
Karkhana Secunderabad ke aik taajir ke khilaaf muqadma darj karliya gaya jis ney apne mulazim ko community CCTv tod daine ki mobayyana hidayat dey raha hai,0.0, کارخانہ سکندرآباد کے ایک تاجر کے خلاف مقدمہ درج کرلیا گیا جس نے اپنے ملازم کو کمیونیٹی سی سی ٹی وی توڑ دینے کی مبینہ ہدایت دے رہا ہے ,1
tu masiha hai to aa mujhe achha kar derage sehra hun mujhe dariya kar deranjishe rabt-o-marasim main to hoti hain magartujhe ye kis ne kaha tha mujhe tanha kar de,0.0, تو مسیحا ہے تو آ مجھے اچھا کر دیراجی صحرا ہوں مجھے دریا کر دیرانجیشی ربط مراسم میں تو ہوتی ہیں ماجارتوجحی یہ کس نے کہا تھا مجھے تنہا کر دے ,1
Tum Smejte ho moje tumse gela kuch bi nehiMay ess waste chop hon k tamasha na bene,0.0, تم سمجھتے ہو مجھے تم سے گلا کچھ بھی نہیں میں اس واسطے چپ ہوں کہ تماشہ نا بنے ,1
is mauqa par wazeer-e-aazam Narendra Modi aur BJP saddar Amit Shah ke Bashamole BJP ke kayi baday Leaders moujood they,0.0, اس موقع پر وزیر اعظم نریندرا مودی اور بی جے پی صدر امیت شاہ کے باشمولی بی جے پی کے کئی بڑے لیڈرز موجود تھے ,1
Pakistan sucks,1.0, پاکستان سکس ,0
"Itni mohabbat karo main hosh mein na rahoon
Mar jaoon tere bina varna judaai sahoon
Pyaar hi pyaar hai dekhta hoon jahan
Kya rang laayi dua",0.0, اتنی محبت کرو میں ہوش میں نہ رہوں مر جاؤں تیرے بنا ورنہ جدائی سہوں پیار ہی پیار ہے دیکھتا ہوں جہاں کیا رنگ لائی دعا ,0
kya unke doura-e-Iqtidaar mein koyi wazeer-e-aazam yahan aaya,0.0, کیا ان کے دور اقتدار میں کوئی وزیر عظم یہاں آیا ,1
"Police ke mutabiq yeh haadsa karmeeni ghaat par us waqt paish aaya, jab ek car ke driver nay gaadi ko paidh se takra diya",0.0, پولیس کے مطابق یہ حادثہ کرمینی گھات پر اس وقت پیش آیا ، جب ایک کار کے ڈرائیور نے گاڑی کو پیڑھ سے ٹکرا دیا ,1
"Zindagi Bhar Nahin Chodunga Teri Beti Ka Haath,
Chod De Gar Tu Mother-in-law Yeh Pahad Ki Baat..",0.0, زندگی بھر نہیں چھوڑونگا تیری بیٹی کا ہاتھ ، چھوڑ دے گر تو مدران لاء یہ پہاڑ کی بات . . ,1
KanpurDuniya ka sab se fazai aaloda shehar,0.0, کانپوردونیا کا سب سے فضائی آلودہ شہر ,0
