Comment,Toxic,Urdu,predicted_label
"Saariqon ne 2nd September Itwaar ki shab Museum mein numayesh ke liye rakhi gayeen qeemti ashya ka sarqa karliya tha jin mein 7th Nizaam ke zair istemaal Golden Tiffin Box, Cup & Saucer aur aik Golden Spoon shaamil hain",0, ساریقوں نے 2 ستمبر اتوار کی شب میوزیئم میں نمائش کے لئے رکھی گئیں قیمتی اشیاء کا سرقہ کرلیا تھا جن میں 7 نظام کے زیر استعمال گولڈن ٹفن باکس ، کپ اینڈ سوسر اور ایک گولڈن اسپون شامل ہیں ,0
Kam zerfoon ko yeh jaam palaya nahi jata,0, کمظرفوں کو یہ جام پلایا نہیں جاتا ,0
Madar sidhhu chod,1, مادر سدھو چود ,0
dosray roz Rohit ke naak se khoon beh raha tha aur woh behosh tha,0, دوسرے روز روہیت کے ناک سے خون بہہ رہا تھا اور وہ بے ہوش تھا ,0
"chadhti jawaani meri chaal mastani
tune kadar na jaani rama
haaye rama, hoye rama, haaye rama",0, چڑھتی جوانی میری چال مستانی تونے قدر نہ جانی راما ہائے راما ، ہوئے راما ، ہائے راما ,1
"Wo nahi chahti thi ke in ke dono bachon Rahul Gandhi aur Priyanka Gandhi par khoon e siyasat ka manhoos saya bhi parhe, lekin bil aakhir 1998 mein inhe party ke mustaqil dabao ke saamne himmat dikhani parhi aur wo congress ki intekhabi mohim mein hissa lene par aamada ho gai.",0, وہ نہیں چاہتی تھی کہ ان کے دونوں بچوں راہول گاندھی اور پریانکا گاندھی پر خونِ سیاست کا منحوس سایہ بھی پڑھے ، لیکن بل آخر 1998 میں انہیں پارٹی کے مستقل دباؤ کے سامنے ہمت دکھانی پڑی اور وہ کانگریس کی انتخابی مہم میں حصہ لینے پر آمادہ ہو گئی . ,0
Neend se kia shikwa kron MohsinQasur to us chehre ka hai jo sone nhi deta,0, نیند سے کیا شکوہ کروں محسن قصور تو اس چہرے کا ہے جو سونے نہیں دیتا ,1
I am from pakistan.. lov u bro,0, آئی ایم فرام پاکستان . . لو یو برو ,0
arsa hua yh kam nhi kea,0, عرصہ ہوا یہ کام نہیں کیا ,1
Or ororororooro,0, اور اوراوراوراوراور ,0
"Hum mit chale jinke liye
Hum mit chale hai jinke liye
Bin kuch kahe voh chup chup rahe
Koi zara yeh unse kahe
Na aise aazmaao
Oh ho ho, khoya khoya chaand, khula aasmaan
Aankhon mein saari raat jaayegi
Tumko bhi kaise neend aayegi
Oh oh, khoya khoya chaand, khoya khoya chaand
Khoya khoya chaand, khoya khoya chaand
Khoya khoya chaand, khoya khoya chaand",0, ہم مٹ چلے جن کے لیے ہم مٹ چلے ہے جن کے لیے بن کچھ کہے وہ چپ چپ رہے کوئی ذرا یہ ان سے کہے نہ ایسے آزماو او ہو ہو ، کھویا کھویا چاند ، کھلا آسمان آنکھوں میں ساری رات جائے گی تم کو بھی کیسے نیند آئے گی او اوہ ، کھویا کھویا چاند ، کھویا کھویا چاند کھویا کھویا چاند ، کھویا کھویا چاند کھویا کھویا چاند ، کھویا کھویا چاند ,0
Kya is se in ki asal sanaf par koi asar parha ??? Muzaffar Ali ka kehna tha ke  Qawwali mein bajne wale tamam saaz aik rang ya mizaj mein dhale hote hain un par izafi saaz dalna zabardasti dosra libas pehnane ke mutaradif hai,0, کیا اس سے ان کی اصل صنف پر کوئی اثر پڑا ؟ ؟ ؟ مظفر علی کا کہنا تھا کہ قوالی میں بجنے والے تمام ساز ایک رنگ یا مزاج میں ڈھلے ہوتے ہیں ان پر اضافی ساز ڈالنا زبردستی دوسرا لباس پہنانے کے مترادف ہے ,0
allah pak janatul firdus main alla maqam day ameen,0, اللہ پاک جنت الفردوس میں اعلیٰ مقام دے آمین ,0
Kya ye me b kr lu,0, کیا یہ میں بھی کر لوں ,1
Walidain nay Police se mutaleba kya ke taalibat ke sath oochhi harkatein karne walay is teacher ko sakht se sakht saza dilae jaye,0, والدین نے پولیس سے مطالبہ کیا کہ مطالبات کے ساتھ اونچی حرکتیں کرنے والے اس ٹیچر کو سخت سے سخت سزا دلائی جائے ,0
Mene sapna dekha ki kuch log pani me gir gaye hai or me unhe bachara hu is sapne ki tabir batao bhai,0, میں نے سپنا دیکھا کی کچھ لوگ پانی میں گر گئے ہے اور میں انہیں بچارا ہو اس سپنے کی تعبیر بتاؤ بھائی ,1
"Afghan media ke mutabiq qndhar ke zila Maroof ke gaon par guzashta raat taliban ne hamla kya tha, jis par inhen Afghan forces ki janib se karwai ka saamna karna para .Afghan forces ne taliban ke khilaaf fazai madad ka mutalba kya, taliban ne hamlay se bachney ke liye gharon mein panah le li, fazai hamlay ki zad mein taliban ke sath wahan ke awam bhi aagaye .",0, افغان میڈیا کے مطابق قندھار کے ضلع معروف کے گاؤں پر گزشتہ رات طالبان نے حملہ کیا تھا ، جس پر انہیں افغان فورسز کی جانب سے کارروائی کا سامنہ کرنا پڑا . افغان فورسز نے طالبان کے خلاف فضائی مدد کا مطالبہ کیا ، طالبان نے حملے سے بچنے کے لیے گھروں میں پناہ لے لی ، فضائی حملے کی زد میں طالبان کے ساتھ وہاں کے عوام بھی آگئے . ,0
Lucknow: Sabiq wazer-a-Aala wo BSP ki sadar Mayawati ney lok sabha intikhabaat ki tez hoti rassa kashi ke darmiya ek bura elaan kiya hai,0, لکھنو : سابق وازیر-ا-االا وہ بی ایس پی کی صدر مایاوتی نے لوک سبھا انتخابات کی تیز ہوتی رسہ خوشی کے درمیاں ایک برا اعلان کیا ہے ,1
SAB te lahnat,1, سب تے لعنت ,1
Salo sab pakistaniyon lad lad ke mroge,1, سالو سب پاکستانیوں لڑ لڑ کے مروگے ,0
Ager ghar ma dekhe to ?,0, اگر گھر ماں دیکھے تو ؟ ,0
Superb awesm fab,0, سوپرب آوسم فیب ,0
Iss mauqa par khitaab karte hue Governor ne shahrion se appeal ki ke woh ziyada se ziyada Metro Train ka istemaal karen is se na sirf aloodgi mein kami aeye gi balkay eendhan ki bhi bachat hogi aur waqt ki bhi bachat hogi,0, اس موقع پر خطاب کرتے ہوئے گورنر نے شہریوں سے اپیل کی کہ وہ زیادہ سے زیادہ میٹرو ٹرین کا استعمال کریں اس سے نا صرف آلودگی میں کمی آئے گی بلکہ ایندھن کی بھی بچت ہوگی اور وقت کی بھی بچت ہوگی ,0
"New Delhi : Kaafi dino se mulk ki awam, aur siyasi partiyoun ko aam lok sabha intekhabaat ka intezaar tha",0, نیو دہلی : کافی دنوں سے ملک کی عوام ، اور سیاسی پارٹیوں کو عام لوک سبھا انتخابات کا انتظار تھا ,0
Amrici mahkuma e kharija ka kahna hai ke America Chinese fouj ki branch Economic Development Department aur mahkuma ke director par fauri pabandi nafiz karega,0, امریکی محکمہ خارِجَہ کا کہنا ہے کہ امریکہ چائینز فوج کی برانچ اکنامک ڈویلپمنٹ ڈیپارٹمنٹ اور محکمے کے ڈائریکٹر پر فوری پابندی نافذ کرے گا ,0
Hahahhahhaha biryani khara,0, حاحاہاہاحا بریانی کھڑا ,1
Teesra Toot Ke Karli gud nite,0, تیسرا ٹوٹ کے کرلی گڈ نائٹ ,1
@JALIL AHMED bhok kutte,1, @ جلیل احمد بھونک کتے ,1
"* ek ye din jab jaagi raaten deevaaroN ko takti hain -2
ek vo din jab shaamoN ki bhi palken bojhal rahti thi
mujhko yaqin hai sach kahti thi jo bhi ammi kahti thi",0, * ایک یہ دن جب جاگی راتیں دیواروں کو تکتی ہیں ایک وہ دن جب شاموں کی بھی پلکیں بوجھل رہتی تھی مجھکو یقین ہے سچ کہتی تھی جو بھی امی کہتی تھی ,0
Beta phakki ki zaroorat tumhe hai jo ahl e hadees hazam nahi hotay........neem rafzi sala,1, بیٹا پھکی کی ضرورت تمہیں ہے جو اہلِ حدیث ہضم نہیں ہوتے . . . . . . . . نیم رافضی سالا ,1
"Aaya hain mausam dil ki lagi ka
Aalam naa poocho deewangi ka",0, آیا ہیں موسم دل کی لگی کا عالم نہ پوچھو دیوانگی کا ,0
Allah in par raham karah,0, اللہ ان پر رحم کرے ,0
Wah wah Wah!! Bari baat hai,0, واہ واہ واہ ! ! بڑی بات ہے ,0
yeh chand rat ho us din ek tasbhe parh lain,0, یہ چاند رات ہو اس دن اک تسبیح پڑھ لیں ,0
"unhon ney kaha ke fouj daari muqadmaat mein fori insaaf tehreek insaaf ki hukoomat ki awleen tarjeehat mein se aik hai, waqeye mein mulawis afraad ko blatfriq katehray mein layajaye .",0, انہوں نے کہا کہ فوج داری مقدمات میں فوری انصاف تحریک انصاف کی حکومت کی اولین ترجیحات میں سے ایک ہے ، واقعے میں ملوث افراد کو بلاتفریق کٹہرے میں لایا جائے . ,1
hukoomat ki janib se agar ek din pehlay se hi garmayi tatilat ke aaghaz ka elaan kya jata hai to phir raye dahi se qabal hi hyderabad ke alawa deegar do ilaaqon ke woh awam jo aabadi ilaaqon ka tatilat mein rukh karte hain woh intikhabaat se qabal hi apne maqamat rawana ho satke hain,0, حکومت کی جانب سے اگر ایک دن پہلے سے ہی گرمائی تعطیلات کے آغاز کا اعلان کیا جاتا ہے تو پھر رائے دہی سے قبل ہی حیدرآباد کے علاوہ دیگر دو علاقوں کہ وہ عوام جو آبادی علاقوں کا تعطیلات میں رخ کرتے ہیں وہ انتخابات سے قبل ہی اپنے مقامات روانہ ہو سکتے ہیں ,0
Hahaha... Sabse bara lifafa... J.chohdry,1, ہاہاہا . . . سب سے بڑا لفافہ . . . جے.چوہدری ,1
Yaa Sab Jhott hai Aap aise kisse ko gum raha mat kijiye,0, یہ سب جھوٹ ہے آپ ایسے قصے کو گم رہا مت کیجیے ,0
Ma ka dohd nahi gaiy ka peshap pia,1, ماں کا دودھ نہیں گائے کا پیشاپ پیا ,1
"mulk bhar mein 18, 00, 65 Ballot Boxes rakhay gaye hain aur 5, 63, 22, 632 registered Voters hain",0, ملک بھر میں 18 ، 00 ، 65 بیلٹ باکسز رکھے گئے ہیں اور 5 ، 63 ، 22 ، 632 رجسڑڈ ووٹرز ہیں ,0
"Ghalib ki shairi mein esi shidad e ahsas pai jati hai jo marizana nahi, is se qonotiyat ka izhar nahi hotabalke ye fikar aur khayal angez hai",0, غالب کی شاعری میں ایسی شدت احساس پائی جاتی ہے جو مریضانہ نہیں ، اس سے قونوتیات کا اظہار نہیں ہوتابلکہ یہ فکر اور خیال انگیز ہے ,1
Aur unhein asbaab mein se ek taqwa bhi hai,0, اور انہیں اسباب میں سے ایک تقوی بھی ہے ,0
"Teri chaaheton mein dil tadap raha hai karlo thoda pyaar
Gora gora gora gora mukhda tera, bhikri zulfein teri
Chori chori chori chori aayi hoon milne pyaas bujha de meri",0, تیری چاہتوں میں دل تڑپ رہا ہے کرلو تھوڑا پیار گورا گورا گورا گورا مکھڑا تیرا ، بکھری زلفیں تیری چوری چوری چوری چوری آئی ہوں ملنے پیاس بجھا دے میری ,1
"Pakistan ki izzat apni jaan se ziyada Aziz hai, Fawad Khan",0, پاکستان کی عزت اپنی جان سے زیادہ عزیز ہے ، فواد خان ,0
"o anadekhe, o anajaane
chhoop ke naa gaa ye parem taraane
kaun hain too mohe, kuchh to bataa re",0, او اندیکھے ، او انجانی چھپ کے نہ جا یہ پریم ترانے کون ہیں تو موہے ، کچھ تو بتا رے ,1
"Kohli ke is challenge ka ilm hotay hi Bharti wazeer e azam nrindr Modi bhi maidan mein kood parre aur twitter par likha ke challenge qubool kya, Virat! mein bhi apni video jald hi share karoonga",0, کوہلی کے اس چیلنج کا علم ہوتے ہی بھارتی وزیر اعظم نریندر مودی بھی میدان میں کود پڑے اور ٹویٹر پر لکھا کہ چیلنج قبول کیا ، ویراٹ ! میں بھی اپنی ویڈیو جلد ہی شیئر کروں گا ,1
Jahangir Khan ki tarah Jansher Khan bhi apne aala khail ki waja se alamgir shohrat hasil ki,0, جہانگیر خان کی طرح جانشیر خان بھی اپنے اعلیٰ کھیل کی وجہ سے عالمگیر شہرت حاصل کی ,0
"un mein Baldana, Akola, Amravati, Hangoli, Nanded, Parbhani, Beed , Osmanabad, Solapur, shaamil hain jahan BJP",0, ان میں بالدانا ، اکولا ، امراواتی ، ہنگولی ، ناندید ، پاربھانی ، بیڑ ، اسمانہباد ، سولاپور ، شامل ہیں جہاں بی جے پی ,1
 gharon se woh khud kachray ki nikasi is liye nahi kar saktay kyunkay mehloun mein jo sabiq mein kachra kundiya theen woh ab barkhast kar di gayi hain lehaza inhen ab kachray ki nikasi ke liye jo aadmi unke ghar aata hai iska intzaar karne ke siwa dosra koi rasta nahi hai ,0, گھروں سے وہ خود کچرے کی نکاسی اس لیے نہیں کر سکتے کیوںکہ محلوں میں جو سابق میں کچرا کوندیا تھیں وہ اب برخاست کر دی گئی ہیں لہذا انہیں اب کچرے کی نکاسی کے لیے جو آدمی ان کے گھر آتا ہے اس کا انتظار کرنے کے سوا دوسرا کوئی راستہ نہیں ہے ,1
Gair kii nazaroon se bachakar sab kii marzii ke Khilaaf Vo teraa chorii chhipe raatoon ko aanaa yaad hai,0, غیر کی نظاروں سے بچ کر سب کی مرضی کے خلاف وہ تیرا چوری چھپے راتوں کو آنا یاد ہے ,1
Kuch der baad inhen yeh bataya gaya ke maa bhi faut hochuki hai,0, کچھ دیر بعد انہیں یہ بتایا گیا کہ ماں بھی فوت ہوچکی ہے ,1
Haan wohi hai,0, ہاں وہی ہے ,0
Are Mirza bhadwa yeh Bata Kia sahaba log kamzor tha ya buzdil tha jo Talwar Ke Zor pe yazid Ke baith Kia,1, ارے مرزا بھڑوا یہ بتا کیا صحابہ لوگ کمزور تھے یا بزدل تھے جو تلوار کے زور پہ یزید کے بیٹھ کیا ,1
"Police ke bamawajib Ibrahim jo Bahrain ka native hai, Facebook par Shabana Begum se muta-arif huwa aur phir apne piyar ka izhaar kiya",0, پولیس کے بماواجب ابراہیم جو بحرین کا نیٹیو ہے ، فیس بک پر شبانہ بیگم سے متعارف ہوا اور پھر اپنے پیار کا اظہار کیا ,0
6 billions dollar lagaya gaya hai,0, 6 بیلینز ڈالر لگایا گیا ہے ,0
"Ivanka Trump ne Melania ki naqal ki, grey suit pehna",0, اِوانکا ٹرمپ نے میلانیا کی نقل کی ، گرے سوٹ پہنا ,0
Irish Parliament mein Israeli ashya ki daraamadat par pabandi ka Bill manzoor,0, آئرش پارلیمنٹ میں اسرائیلی اشیاء کی درآمادات پر پابندی کا بِل منظور ,0
fity mo ise program ka,1, فٹے منہ ایسے پروگرام کا ,0
Waqea ki ittila milnay par Majlis Ittehaad ul lMuslimeen ke Corporator Mr,0, واقعے کی اطلاع ملنے پر مجلس اتحاد المسلمین کے کارپوریٹر مسٹر ,1
"Zakir naik jawab na dy saka qayamat k din to sab ko zinda hona ha,to shaheed or ham ma kya faraq hoga?",0, ذاکر نائک جواب نہ دے سکا قیامت کے دن تو سب کو زندہ ہونا ہے ، تو شہید اور ہم میں کیا فرق ہوگا ؟ ,1
Theharta ek bhi manzar nai veran ankho maihamary shehar sy badal bhi be barsy nikalta hyHappy Rainy Day,0, تھیحارتا اک بھی منظر نئی ویران آنکھوں مایحاماری شہر سے بدل بھی بے برسے نکلتا حیحاپپی رینی ڈے ,0
Rana khan konsi caste hy,0, رانا خان کونسی کاسٹ ہے ,0
Masha Allah..meri ankhe kohl di aapne,0, ماشاء اللہ . . میری انکہے کوحل دی آپ نے ,0
Bhai market main shor hai tu laen hun gay,0, بھائی مارکیٹ میں شور ہے تو لائیں ہوں گے ,1
"Iss Alam ke baaray mein yeh kaha jata hai ke iss Alam mein lakdi ka aik tukda hai jis ke baaray mein yeh daawa kya jata hai ke woh Khatoon e Jannat, Batool e Rasool sale Allahu alaihi wasallam hazrat Bibi Fatima ko ghusal maiyat diya gaya tha",0, اس علم کے بارے میں یہ کہا جاتا ہے کہ اس علم میں لکڑی کا ایک ٹکڑا ہے جس کے بارے میں یہ دعویٰ کیا جاتا ہے کہ وہ خاتونِ جنت ، بتولِ رسول صلی اللہ علیہ وسلم حضرت بی بی فاطمہ کو غسل میت دیا گیا تھا ,1
ohdedaron o mulazmeen ke takheer se daftar pounchanay par un se baaz purse hoti hai aur nah hi daftari auqaat ke khatam honay ke bawajood bhi daftar mein mojood rehne par istafsaar kya jata hai,0, عہدیداروں و ملازمین کے تاخیر سے دفتر پہنچنے پر ان سے بعض پرس ہوتی ہے اور نہ ہی دفتری اوقات کے ختم ہونے کے باوجود بھی دفتر میں موجود رہنے پر استفسار کیا جاتا ہے ,0
Hafeez behraal Urdu ke shairi adab mein qabil-e-zikar hesiyat ke malik hai aur inho ne Urdu shaiyri ko jo kuch diya hai,0, حفیظ بحرحال اردو کے شاعری ادب میں قابل ذکر حیثیت کے ملک ہے اور انہوں نے اردو شاعری کو جو کچھ دیا ہے ,0
syed sakina hussain shah Hame aap se baat karna hai lekin lekin aap ka number nahi lagta aap ka number nahi lagta,0, سید سکینہ حسین شاہ ہمیں آپ سے بات کرنا ہے لیکن لیکن آپ کا نمبر نہیں لگتا آپ کا نمبر نہیں لگتا ,1
no.. jo mjhe pasand bs wohi hoga.. ni tou teri khair ni,0, نو . . جو مجھے پسند بس وہی ہو گا . . نی تو تیری خیر نی ,0
G nhi,0, جی نہیں ,0
"ye tumne kaha tha ki ham hain tumhare
to ham bhi ye samajhe ki tum ho hamare
phir hamein kis baat ki saza de rahe ho",0, یہ تم نے کہا تھا کی ہم ہیں تمھارے تو ہم بھی یہ سمجھی کی تم ہو ہمارے پھر ہمیں کس بات کی سزا دے رہے ہو ,1
Maray Ashaar Ae Iqbal Kyun Pyare Nah Hon Mujh Ko,0, میرے اشعار اے اقبال کیوں پیارے نہ ہوں مجھ کو ,0
bhai india walon kay loray kam per gay kia jo pakistanion kay lay raha hay,1, بھائی انڈیا والوں کے لوڑے کم پر گئے کیا جو پاکستانیوں کے لے رہا ہے ,0
Muje sulane ki khatir jab rat ati hai. Main so nhi pata raat khud so jati hai.Puchne per dil se awaz ati hai.Aaj doston ko yaad kar lo raat to roz ati hai,0, مجھے سلانے کی خاطر جب رات آتی ہے . میں سو نہیں پتہ رات خود سو جاتی ہے . پوچھنے پر دل سے آواز آتی ہے . آج دوستوں کو یاد کر لو رات تو روز آتی ہے ,0
Khawab me kisi Mard ko nanga dekhne ki kya tabeer h,0, خواب میں کسی مرد کو ننگا دیکھنے کی کیا تعبیر ہے ,0
Divorce centre kholy huwe hain yahan,0, ڈیورس سینٹر کھلے ہوئے ہیں یہاں ,0
Mahd Maqsood jab deen ko sahi se perh lo ge to coments dena mere bhai,0, مہد مقصود جب دین کو سہی سے پڑھ لو گے تو کمنٹس دینا میرے بھائی ,0
Hyderabad mein Traffic jam aur khasta haal Sadkoun ke masayel ke hal ke liye hukumat ka Ola se moahida,0, حیدرآباد میں ٹریفک جام اور خستہ حال سڑکوں کے مسائل کے حل کے لیے حکومت کا اولہ سے معاہدہ ,0
Kal hi mein ney Wazeer e Azam se baat cheet ki hai,0, کل ہی میں نے وزیرِ اعظم سے بات چیت کی ہے ,1
"Tujhe Milke Bhi Pyaas Nahin Ghat Ti
Nazaare Hum Kya Dekhen",0, تجھے مل کے بھی پیاس نہیں گھٹتی نظارے ہم کیا دیکھیں ,0
"Varanasi Lok Sabha nashist se Wazir e Asam Narendra Modi numaindagi karte hain, aur is baar bhi woh isi nashist se intekhab ladnay walay hain",0, وارانسی لوک سبھا نشست سے وزیر عظم نریندرا مودی نمائندگی کرتے ہیں ، اور اس بار بھی وہ اسی نشست سے انتخاب لڑنے والے ہیں ,0
Sub pulicity ka chakar ha acha kam kiya ha afridi ne par ya zulim aj se to nai kar raha india pehley kia lala soya huwa tha,1, سب پولیسٹی کا چکر ہے اچھا کام کیا ہے آفریدی نے پر یہ ظلم آج سے تو نہیں کر رہا انڈیا پہلے کیا لالہ سویا ہوا تھا ,0
Mashallah. Allah pak lambiii umeer day.ameen.. allah nazer say bachay.ameeennn,0, ماشاءاللہ . اللہ پاک لمبی عمر دے . آمین . . اللہ نظر سے بچے . آمین ,0
"Bollywood adakara Sonakshi Sinha ne web series mein kaam ki paish kash thukra di. Bharti zaraye ablaagh ke mutabiq Sonakshi Sinha ne haliya interview mein web series mein kaam karne ki khwahish ka izhaar kya hai, aur phir inhen aik web series ki paish kash ki gayi, Sonakshi Sinha ka kehna hai ke series ka script mujhe pasand aaya lekin is ka screen play inhen munasib nahi laga, jis ko tabdeel karne ke liye mein kuch tajaweez den, tabdeeli ke baad bhi mujhe mehsoos howa ke mein is film ke kirdaar ke liye mauzo nahi hon is liye mein ne is mein kaam se mazrat karli.",0, بالی وڈ اداکارہ سوناکشی سنہا نے ویب سیریز میں کام کی پیش کش ٹھکرا دی . بھارتی ذرائع ابلاغ کے مطابق سوناکشی سنہا نے حالیہ انٹرویو میں ویب سیریز میں کام کرنے کی خواہش کا اظہار کیا ہے ، اور پھر انہیں ایک ویب سیریز کی پیش کش کی گئی ، سوناکشی سنہا کا کہنا ہے کہ سیریز کا سکرپٹ مجھے پسند آیا لیکن اس کا اسکرین پلے انہیں مناسب نہیں لگا ، جس کو تبدیل کرنے کے لیے میں کچھ تجاویز دیں ، تبدیلی کے بعد بھی مجھے محسوس ہوا کہ میں اس فلم کے کردار کے لیے موزوں نہیں ہوں اس لیے میں نے اس میں کام سے معذرت کرلی . ,0
Dadanazeer ahmed.konsapather chajiye,0, دادانازییر احمد . کونساپادر چاجیی ,0
lun ko boob k drmeean rkrta hn,1, لن کو بوب کے درمیان رکڑتا ہوں ,0
quran pak me ha Shaheed zinda ha aur os ko allah ki taraf se rizk mil rha ha mgr hm ni jnty mtlb ye ky dafnany ky bad insan ka jism khtm ho jta ha sirf bones rh jti ha ha mgr Shaheed ka jism bilkul wsa hi rhta bashk hazar saal bad bi qabr khod kr dkha jay is hassab se wo zinda ha,0, قرآن پاک میں ہے شہید زندہ ہے اور اس کو اللہ کی طرف سے رزق مل رہا ہے مگر ہم نہیں جانتے مطلب یہ کہ دفنانے کے بعد انسان کا جسم ختم ہو جتا ہے صرف بونز رہ جاتی ہے ہے مگر شہید کا جسم بالکل ویسا ہی رہتا بےشک ہزار سال بعد بھی قبر کھود کر دیکھا جائے اس حساب سے وہ زندہ ہے ,1
Duke of Sussex nay nobil inaam Yafta malala Yousuf zai ko apni baho mein lainay ki koshish ki to malala ki walida bhi wahan mojood theen aur unhon nay shehzada harry ko mana kya tha .,0, ڈیوک آف سسیکس نے نوبل انعام یافتہ ملالہ یوسف زئی کو اپنی بانہوں میں لینے کی کوشش کی تو ملالہ کی والدہ بھی وہاں موجود تھیں اور انہوں نے شہزادہ ہیری کو منع کیا تھا . ,1
Congress oppostion mein hai,0, کانگریس اپوزیشن میں ہے ,0
ye TalkShow repeat kab hota hai?,0, یہ ٹاک شو رپیٹ کب ہوتا ہے ؟ ,0
Agr sanp gosht chhin k khata h to ?,0, اگر سانپ گوشت چھن کے کھاتا ہے تو ؟ ,0
Assalaamualaikum bhai mere khoob me samp mujh per 2 tyms waar kar rahahai or bach gaye hu is ka ky matlab,0, اسالااموالایکوم بھائی میرے خوب میں سامپ مجھ پر 2 تیمس وار کر راحاحای اور بچ گئے ہو اس کا کے مطلب ,0
PTI,0, پی ٹی آئی ,0
super match,0, سوپر میچ ,0
sala juth bol raha pent gili ho gayi thi suka nawaz dord ke klinton k pass gya tha bchao bchao indian fouj bhut gaand mar rahi pakistan ki,1, سالا جھوٹ بول رہا پینٹ گیلی ہو گئی تھی سوکا نواز دوڑ کے کلنٹن کے پاس گیا تھا بچاؤ بچاؤ انڈین فوج بہت گانڈ مار رہی پاکستان کی ,1
Hujumi Tashadud Narendra Modi Ki Hai Meeras : Asaduddin Owaisi,0, ہجومی تشدد نریندرا مودی کی ہے میراث : اسدالدین اویسی ,0
abay apna munh dekh jhot bol bol kr kia halat hogai tmhari...,1, ابے اپنا منه دیکھ جھوٹ بول بول کر کیا حالت ہوگئی تمھاری . . . ,1
Pagel,1, پاگل ,0
 oppostion jamaaton ko ek baar phir nakami  ka saamna karna pada hai,0, اپوزیشن جماعتوں کو ایک بار پھر ناکامی کا سامنہ کرنا پڑا ہے ,1
Hi kon kon meri chut ke maze lena chahata hai to apna whatsup n do subscribe karo love u ,1, ہائے کون کون میری چوت کے مزے لینا چاہتا ہے تو اپنا واٹس اپ ن دو سبسکرائب کرو لو یو ,0
Q teri maa ne khan ko bakaya ni dia tha kia kutte,1, کیوں تیری ماں نے خان کو بقایا نہیں دیا تھا کیا کتے ,0
 nizaam ke daur ki yeh necklace bhi kaafi mashhoor hai kyunkay nizaam Parade ke douran  is Necklace ko pehna karte they,0, نظام کے دور کی یہ نیکلیس بھی کافی مشہور ہے کیوںکہ نظام پَریڈ کے دوران اس نیکلیس کو پہنا کرتے تھے ,0
Tmhri ami se seekhi he,0, تمہاری امی سے سیکھی ہے ,0
Ammi ko puppy dy meri tarf say,0, امی کو پپی دے میری طرف سے ,0
ghai tumhari maata hai aur bhensa tumhara Baap... raat ko tumhare maa k pass koun sota hai..??????,1, گائے تمہاری ماتا ہے اور بھینسا تمہارا باپ . . . رات کو تمھاری ماں کے پاس کون سوتا ہے . . ؟ ؟ ؟ ؟ ؟ ؟ ,0
Shukur' arkaan Hajj Committee janab Mohammad Arif Ahmed  janab M,0, شکر ارکان حج کمیٹی جناب محمد عارف احمد جناب ایم ,0
Osmania Hospital ke Doctors ka helmet pehan kar mareezon ka ilaaj,0, اسمانیہ ہسپتال کے ڈاکٹرز کا ہیلمنٹ پہن کر مریضوں کا علاج ,1
Dosto Ko Dawat Dain,0, دوستو کو دعوت دین ,1
Han aap tou agay hotay ho q acha nevermind..jk bro.,0, ہاں آپ تو آگے ہوتے ہو کیوں اچھا نیورمائنڈ . . جک برو . ,0
bhaa gya dil ko ... thora mehanga lga mgr acha lga ..,0, بھا گیا دل کو . . . تھوڑا مهنگا لگا مگر اچھا لگا . . ,0
Vajpai Hukumat ne unhen Saudi Arab ke liye Bharat ka safeer bhi naamzad kiya tha,0, واجپائی حکومت نے انہیں سعودی عرب کے لیے بھارت کا سفیر بھی نامزد کیا تھا ,1
grand salute...... to all indian soilders............ jai hind.,0, گرینڈ سلیوٹ . . . . . . تو آل انڈین سولجرز . . . . . . . . . . . . جے ہند . ,0
"haath chhodu naa main apane dildaar ka - 2
mushkilon se mila mauka deedar kaa
bekhudi jo sataye to bekaraari se kaam loon
tere hoton ko choom loon aaja baahon mein thaam loon
aake gale lagale kehta hai mausam mastana
dil deewana dil hai deewana
tere pyar mein dil deewana hai tere pyar mein dil deewana - 2
pagal hai iss pagal ko mushkil bada samjhana
dil deewana hai dil deewana
tere pyar mein dil deewana hai tere pyar mein dil deewana - 2",0, ہاتھ چھوڑو نہ میں اپنے دلدار کا - 2 مشکلوں سے ملا موقع دیدار کا بےخودی جو ستائے تو بیقراری سے کام لوں تیرے ہونٹوں کو چوم لوں آجا بانہوں میں تھام لوں آکے گلے لگا لے کہتا ہے موسم مستانہ دل دیوانہ دل ہے دیوانہ تیرے پیار میں دل دیوانہ ہے تیرے پیار میں دل دیوانہ - 2 پاگل ہے اس پاگل کو مشکل بڑا سمجھانا دل دیوانہ ہے دل دیوانہ تیرے پیار میں دل دیوانہ ہے تیرے پیار میں دل دیوانہ - 2 ,0
han yr DJ great h,0, ہاں یار ڈی جے گریٹ ہے ,0
D Srinivas se rabt peda karne par unhon ne fori koi rad-e-amal zahir nahi kya,0, ڈی سرینیواس سے ربط پیدا کرنے پر انہوں نے فوری کوئی رد عمل ظاہر نہیں کیا ,1
